userName,score,at,EnglishTranslation,BERT_Sentiment
Pengguna Google,5,2025-03-16 08:09:26,"['application', 'shop', 'favourite', 'me', 'here', 'goods', 'complete', 'fate', 'fittt', 'fiture', 'cod', 'check', 'this', 'the', 'best', 'advert', 'like', 'income', 'a', 'application', 'a', 'application', 'shopping', 'number', 'one']",Positive
Pengguna Google,1,2025-03-09 03:06:04,"['special', 'expedition', 'curir', 'shopee', 'spx', 'spx', 'send', 'del, 'lot', 'let', 'mesti', 'malem',', 'hours', 'different', 'kurir', 'sion', 'kr', 'kr', 'org', 'un', 'post', 'post', 'stal', 'system', 'system', 'sup', 'tali', 'wa', 's', 'sup', 'sup', 'sup', 'no', 'no', 'no', 'n', 'n', 'n', 's', 'kah', 'kah', '",Negative
Pengguna Google,5,2025-02-25 08:37:31,"['application', 'good', 'ken', 'shop', 'see', 'see', 'goods', 'there', 'moga', 'replace', 'number', 'number', 'phone', 'account', 'shopee', 'pin', 'shopeepay', 'number', 'list', 'block']",Positive
Pengguna Google,5,2025-03-05 06:27:12,"['thanks', 'ka', 'responsive', 'layan', 'shopee', 'sorry', 'sbg', 'costumer', 'aware', 'layan', 'shopee', 'good', 'responsed', 'shopee', 'fitur', 'fitur', 'new', 'his', 'yes']",Negative
Pengguna Google,1,2025-03-01 00:56:26,"['gimana', 'clean', 'hard', 'top', 'up', 'shopee', 'pay', 'kena', 'limit', 'times', 'times', 'dgn', 'nominal', 'cut', 'thousands', 'transaction', 'pay', 'pay', 'suit', 'million', 'top', 'top', 'up', 'up', 'times']",Positive
Pengguna Google,4,2024-12-28 16:51:00,"['so', 'far', 'so', 'good', 'siman', 'cuman', 'calo', 'expedition', 'expedion', 'expedition', 'spedition', 'calo', 'sepx', 'px', 'like', 'kesel', 'kalo', 'mesen', 'product', 'option', 'expedi', 'pedition', 'pedition', 's', 'ant', 'ate', 'fit', 'pat', 'pat', 'pat', 'pler', 're', 'heg', 'heg', 'heg', 'heg', 'hega', 'mo', 'mo', 'mga'",Positive
Pengguna Google,2,2025-03-03 17:29:39,"['message', 'sya', 'miss', 'radar', 'status', 'send', 'x', 'jg', 'write', 'dah', 'banjarmasin', 'please', 'help']",Neutral
Pengguna Google,1,2025-02-23 12:01:34,"['Fate', 'ati', 'don't', 'borrow', 'shopee', 'pay', 'dah', 'gt', 'good', 'shop', 'cod', 'cost', 'hands', 'lgi', 'admin', 'yes', 'calo', 'hands', 'sold', 'many', 'p', 'p', 'mending', 'moved', 'moved']",Negative
Pengguna Google,2,2025-01-25 03:27:40,"['application', 'update', 'tp', 'bad', 'ktara', 'profession', 'chat', 'klo', 'klo', 'chat', 'chat', 'shows', 'name', 'product', 'tp', 'klo', 'krg', 'product', 'un', 'un', 'don', 'the limit', 'chat', 'mix', 'mixed', 'lo', 'hiry', 'hiry', 'toy', 'toy', 'toy', 've', 'k', 'k', 'k', 'ya', 'ya', 'k', 'k', 'k'",Negative
Pengguna Google,5,2025-01-19 02:53:45,"['good', 'express', 'compassion', 'application', 'expedition', 'shopee', 'express', 'let', 'let', 'compliant', 'expedition', 'kna', 'diskon', 'send', 'send', 'select', 'expedition', 'del', 'del', 'pedah', 'tah', 'thode', 'tu', 'tu', 'tu', 'spell', 'ab', 'mo', 's', 'read, 'dever']",Positive
Pengguna Google,1,2025-03-16 01:44:33,"['value', 'shopee', 'mount', 'gallain', 'affiliate', 'shopee', 'shopee', 'hak', 'show', 'export', 'check', 'rule', 'do', 'see', 'custamer', 'ser', 'proof', 'ruin', 'shopee', 'pul', 'manipilate', 'affiliate', 'gar', 'r', 'builate']",Negative
Pengguna Google,4,2025-03-08 07:52:09,"['happy', 'cmn', 'send', 'send', 'fast', 'kmn', 'sole', 'application', 'good', 'pdhl', 'jarling', 'full', 'tpi', 'riloq', 'it', 'hard', 's hard', 'shecrol', 's']",Positive
Pengguna Google,1,2025-03-16 08:41:00,"['badly', 'bgt', 'package', 'pcs', 'nah', 'sympe', 'pdhal', 'tgl', 'smpe', 'skrg', 'tgl', 'bmmm', 'sympe', 'bgt', 'yuk', 'yuk', ' instead', 'lazdut', 'jam']",Negative
Pengguna Google,5,2025-02-23 06:51:41,"['s shopping', 'like', 'goods', 'suitable', 're', 'fast', 'baby', 's', 'borrow', 'acc', 'las', 'borrow', 'ga', 'tuh', 'yes', 'times', 'yes']",Negative
Pengguna Google,5,2025-01-21 13:54:00,"['shoping', 'easy', 'grain', 'tp', 'less', 'menu', 'receive', 'good', 'please', 'love', 'add', 'accept', 'click', 'silver', 'jg', 'after', 'finished', 'after', 'people', 'bad', 'click', 'click', 'enter', 'please', 'ply', 'for']",Positive
Pengguna Google,1,2025-01-28 08:56:38,"['it's hard', 'open', 'application', 'mending', 'use', 'tytoxhop', 'hopedia', 'passes', 'fast', 'find', 'good', 'shopee', 'let', 'like', 'stuck', 'eror', 'ertu', 'a application', 'close', 'trus', 'enter', 'times, 'kin', 'kin', 'bet', 'set', 'star, 'love']",Positive
Pengguna Google,2,2025-02-26 12:14:45,"['please', 'shopee', 'video', 'her', 'round', 'automatic', 'laman', 'disruption', 'message', 'send', 'delicate', 'sephihak', 'shopee',', 'fihak', 'conshopee', 'consistent', 'fihak', 'hopee', 'limit', '', 'account', 'crich', 'sy', 'hop', 'on']",Positive
Pengguna Google,3,2025-03-11 15:04:51,"['land', 'mas', 'natural', 'kendala', 'salm', 'alami', 'so', 'times', 'package', 'agate', 'karna', 'for example', 'kmarin', 'package', 'status', 'between', 'status', 'status', 'nya', 'pat', ' allocation', 'location', 'trans', 'va', 'pa', 'pa', 'pa', 'la', 'port', 's', 're', 're', 're' 'change', 're']]",Positive
Pengguna Google,5,2025-03-04 11:24:57,"['good', 'for', 'jasa', 'delivermanq', 'biar', 'k', 'npull', 'wrong', 'jasa', 'send', 'send', 'telate', 'pass']",Negative
Pengguna Google,1,2025-03-01 07:07:54,"['gercep', 'banget', 'verification', 'data', 'pay', 'affiliate', 'tork', 'times', 'times', 'data', 'rekening', 'ktp', 'npwp', 'valid', 'read', 'valid']",Negative
Pengguna Google,1,2025-03-03 10:40:32,"['times', 'enter', 'direct', 'shopee', 'video', 'ga', 'page', 'seek', 'please', 'good', 'eat', 'quote', 'ga', 'like']",Positive
Pengguna Google,5,2025-03-08 07:16:48,"['suka', 'shop', 'tpi', 'in', 'gk', 'co', 'koucher', 'voucher', 'week', 'wait', 'said', 'gk', 'voucher why', 'that', 'yes']",Neutral
Pengguna Google,5,2025-02-26 14:02:58,"['good', 'application', 'sold', 'online', 'goods', 'goods', 'yes', 'less', 'free', 'loss', 'loss', 'sempe', 'used', 'shoope', 'satis', 'fiture', 'there']",Positive
Pengguna Google,2,2025-03-05 01:34:22,"['sory', 'mapin', 'gg', 'jls', 'tah', 'saldo', 'shope', 'shope', 'no', 'pay', 'for', 'for example', 'bula', 'oven', 'oven', 'shar', 'aldo', 'shope', 'ku', 'suppe', 'un', 'k', 'k', 'sup', 's', 'sup', 's', 'aldo', 's']",Negative
Pengguna Google,5,2025-03-03 02:39:59,"['aju', 'back', 'ok', 'like', 'location', 'track', 'trace', 'pass', 'un', 'gam', 'stay', 'fear', 'good', 'good', 'not', 'good', 'please', 'ignor', 'yes', 'yes', 'min', 'perfec', 'po', 'po']",Negative
Pengguna Google,2,2025-03-16 05:57:47,"['application', 'her', 'good', 'baby', 'send', 'send', 'message', 'good', 'estimated', 'date', 'sampe', 'bomb', 'upside']",Positive
Pengguna Google,5,2025-02-27 09:12:37,"['help', 'shop', 'products', 'compits', 'chemless', 'stores', 'offline', 'cuman', 'not', 'limit', 'limit', 'nelanja', 'dah', 'finished', 'tenth', 'million']",Negative
Pengguna Google,5,2025-03-06 03:17:15,"['sy', 'busy', 'wear', 'shopie', 'shopie', 'sy', 'busy', 'use', 'use', 'shopie', 'playter', 'playter', 'x', 'goods', 'sy', 'sy', 'pay', 'cill', 'cicil', 'jdi', 'pay', 'pdi', 'dh', 'sy', 'sy', 'sip', 'sil', 'sil', 'x', 'sy', 'sy', 'sy', 'hop', 'sho', 'shos', 'sho', 's', 'bit'",Negative
Pengguna Google,4,2025-03-10 14:54:23,"['sy', 'klo', 'sy', 'pket', ' like', 'overin', 'trus', 'value', 'curr', 'sy', 'titip', 'orng', 'old', 'tpi', 'trus', 'sir', 'irtir', 'application', 'cur', 'please', 'please', 'honest']",Positive
Pengguna Google,2,2025-02-18 00:26:20,"['alam', 'fiture', 'shopee', 'video', 'games', 'remove', 'specially', 'fitur', 'specially', 'include', 'include', 'sal', 'mall', 'k', 'coin', 'shopee', 'by', 'empty', 'hope', 'insin', 'short', 'shop', 'al', 'la', 'la', 'laat', 're', 're', 'sil', 'sil', 'sil', 'un', 'opp', 'i', 'i', 'please', 'please', 'please', 'grain', 'm', 'love', '",Negative
Pengguna Google,5,2025-03-12 07:54:01,"['hai', 'mimimin', 'shope', 'n', 'nuh', 'nipah', 'nope', 'yes', 'blanja', 'tuh', 'pas', 'ak', 'udah', 'checkout', 'trs', 'mess', 'rich', 'promo', 'pake', 'ga', 'blja', 'ak', 'ak', 'kin', 'akin', 's', 'it', 'gah', 'graap', 'ya', 'min']",Positive
Pengguna Google,1,2025-03-16 10:16:02,"['expedition', 'please', 'rightin', 'min', 'shopee', 'express', 'you', 'cook', 'message', 'item', 'tem', 'clear', 'goods', 'use', 'express', 'grirs', 'use', 'expedi', 'expediator', 'competitor', 'ab', 'send']]",Positive
Pengguna Google,1,2025-03-06 05:45:17,"['please', 'shopee', 'please', 'plus', 'method', 'pay', 'fund', 'biar', 'good', 'buat', 'what', 'use', 'method', 'pay', 'money', 'money', 'manda', 'mess', 'good', 'karna', 'methode', 'pay', 'pay', 'dana']",Negative
Pengguna Google,5,2025-02-26 11:51:54,"['I', 'rating', 'star', 'calo', 'go on', 'go on', 'shopee', 'live', 'live', 'tah', 'us', 'ma', 'nge', 'bug', 'bug', 'move', 'ignord', 'sound', 'live', 'silah', 'mah', 'ama', 'part']",Positive
Pengguna Google,1,2025-02-27 02:42:30,"['clear', 'run', 'responsive', 'buffer', 'gede', 'sometimes', 'decent', 'suit', 'more', 'gram', 'skin', 'respons', 'thousand', 'help', 'shopee', 'gin', 'worth', 'sell']",Positive
Pengguna Google,1,2025-02-22 09:08:11,"['checkout', 'little', 'kena', 'batal', 'function', 'NO', 'shopee', 'lha', 'elha', 'bull', 'del', 'real', 'shopee', 'mall', 'here', 'good', 'me', 'un', 'k', 'ak', 'pat', 'pat', ', 'vocer', 'yatah', 'sah', 'apatah', 'ab', 'na', 'kin', 'kin', 'kin', 'programction', ', 'p', 'scer', 'us', 'us', 'us', 'us', 'us', 'us', 'uscer', 'us'",Negative
Pengguna Google,1,2025-02-28 23:21:01,"['nah', 'nah', 'mau', 'shopee', 'co', 'mental', 'baal', 'nak', 'think', 'use', 'apk', 'use', 'limit', 'use', 'in', 'satia', 'rame', 'her', 'spen', 'co', 'batal']",Positive
Pengguna Google,2,2025-03-15 18:40:55,"['kla', 'send', 'spx', 'like', 'bnget', 'ga', 'gera', 'mas', 'mandeg', 'sit', 'sit', 'aja', 'dri', 'sang', 'sat', 'part', 'pling', 'smpe', 'week', 'bell', 'sem', 'sampe']",Positive
Pengguna Google,1,2025-03-03 13:52:35,"['vc', 'direct', 'batal', 'karna', 'activity', 'wajar', 'hercean', 'system', 'shopee', 'skrg', 'there', 'vc', 'calo', 'batal', 'message']",Positive
Pengguna Google,1,2025-03-02 18:11:42,"['alam', 'personal', 'pake', 'shopee', 'times', 'pake', 'voucher', 'calo', 'eng', 'ga', 'niat', 'love', 'voucher', 'ga', 'love', 'stay', 'dungin', 'voucher', 'uh', 'tah', 'tah', 'fail', 'kalo', 'lo', 'that', 'bang', 'bang', 'bang', 'k', 'k', 'k', 'k', 'k', 'k', 'k'",Negative
Pengguna Google,5,2025-03-01 14:25:59,"['aq', 'suka', 'pake', 'shope', 'cuman', 'aq', 'no', 'benefect', 'cod', 'karna', 'aq', 'torak', 'x', 'help', 'alive', 'lg', 'application', 'cod', 'ni', 'biar', 'aq', 'man', 'man', 'man', 's', 'supend']",Positive
Pengguna Google,5,2025-03-12 00:54:35,"['shopee', 'bikin', 'satisfied', 'shoping', 'discount', 'd', 'fitur', 'cod', 'check', 'no', 'haworrier', 'shop', 'suit']",Positive
Pengguna Google,1,2025-03-08 11:57:56,"['here', 'disappointed', 'jasa', 'send', 'j', 't', 'choose', 'cod', 'code', 'spx', 'spx', 'standar', 'sent', 'shopee', 'work', 'spx', 'spx', 'minat']",Negative
Pengguna Google,2,2025-01-27 06:17:01,"['application', 'good', 'good', 'good shopping', 'shoping', 'drakor', 'advertising', 'advertising', 'advertising', 'seconds', 'advert', 'trus', 'shopee', 'see', 'watch', 'advertising', 'advertising', 'advertising', 'shopee', 'kesal']",Positive
Pengguna Google,1,2025-02-25 12:13:33,"['application', 'good', 'lot', 'times', 'fill', 'saldo', 'shoppee', 'pay', 'tp', 'enter', 'income', 'x', 'hours', ' shadowin', 'lg', 'war', 'sal', 'p', 'stok', 'p', 'pass', 'pa', 'tion', 'ga', 'ga', 'in', 'three', 'wan', 'ra', 'rar', 'ri', 'mur', 'jam', 'mur', 'mule', 'mule', 'mag', 's', 's', 's', 's', 's', 'sup', 't",Negative
Pengguna Google,5,2025-03-14 19:52:21,"['s shopping', 'shopee', 'lega', 'garansi', 'moga', 'shopee', 'front', 'develop', 'love', 'voucher', 'draw']",Positive
Pengguna Google,5,2025-03-14 02:38:02,"['manpat', 'shopee', 'level', 'layan', 'quality', 'goods', 'clears', 'levels', 'quality', 'good quality', 'good', 'chosen', 'pok', 'jos']",Positive
Pengguna Google,1,2025-03-06 11:18:20,"['send', 'late', 'her', 'priority', 'old please', 'well', 'castamor', 'servis', 'her', 'send', 'spx', 'her']",Positive
Pengguna Google,1,2025-02-27 08:04:40,"['shoppee', 'gimana', 'sjak', 'her', 'spaylater', 'default', 'pdhal', 'salt', 'teja', 'pay', 'spay', 'latter', 'temero', 'tgl', 'depend', 'trus', 'karna', 'shalla', 'alpa', 'alpa', 'ppa', 'plat', 'plat', 'sap', 's', 'mo', 'sing', 'tang', 'tang', 'tang', 'pung', 'pung', 'd', 'pung', 'pung', 'gung', 'tung', '",Negative
Pengguna Google,5,2025-01-26 05:36:28,"['here', 'pul', 'application', 'e', 'commerce', 'shopee', 'l', 'z', 'z', 'da', 'send', 'send', 'cut', 'value', 'plus', 'in', 'prefer', 'l', 'l', 'z', 'da', 'sul', 'sul', 'send', 'send', 'send', 'pack', 'cut', 'cut', 'cut', 'sion', 'volve', 'voucher', 'in', 'coward', 're', 'm', 'm', 'm', 'm', 'ma', 'm', 'eung', 'l',",Positive
Pengguna Google,5,2025-03-07 15:14:49,"['good', 'application', 'no', 'mesan', 'online', 'na', 'list', 'supplication', 'borrowing', 'moga', 'correction']",Neutral
Pengguna Google,5,2025-03-15 13:41:18,"['s shopping', 'dgn', 'shopee', 'easy', 'fast', 'bonus', 'send', 'fast', 'suit', 'dgn', 'price']",Positive
Pengguna Google,5,2025-03-07 10:14:22,"['suka', 'pannet', 'shopee', 'buy', 'goods', 'code', 'price', 'shop', 'pass', 'shop', 'shopee']",Positive
Pengguna Google,5,2025-02-24 13:39:18,"['alhamdullah', 'shop', 'online', 'shope', 'disappointed', 'goods', 'system', 'system', 'cod', 'check', 'help', 'pause', 'not', 'not', 'stay', 'open', 'p', 'open', 'application', 'shoppe', 'check', 'stay, 'out', 'stay, 'n', 'top', ' stuff', 'till']",Negative
Pengguna Google,1,2025-02-27 21:57:17,"['s shopping', 'platop', 'price', 'jt', 'goods', 'not', 'pake', 'no', 'back', 'nyesel', 'aja', 'clean', 'temen', 'hope', 'heart', 'speep', 'mag', 'real', 'mil', 'million', 'sorry', 'supplication', 'applic', 's', 'alam', 't']",Negative
Pengguna Google,5,2025-02-24 01:53:31,"['help', 'fitur', 'spaylater', 'sborrow', 'cool', 'abis', 'tenor', 'calo', 'boss', 'ku', 'biar', 'rajin', 'shop']",Positive
Pengguna Google,5,2025-03-05 16:28:08,"['It's easy', 'shop', 'save', 'money', 'power', 'simple', 'back', 'shopee', 'inti', 'good luck', 'thank you', 'shopee']",Positive
Pengguna Google,2,2025-03-14 22:30:17,"['attempt', 'borrowing', 'try', 'aju', 's', 'borrow', 'try', 'spent', 'shopee', 'no', 'grain', 'pinjem', 'php', 'notification']",Negative
Pengguna Google,5,2025-02-27 14:08:10,"['suka', 'shopee', 'shopee', 'promo', 'freetis', 'not', 'home', 'home', 'hopee', 'child', 'shopee', 'help', 'not', 'trouble', 'home', 'hp', 'just, 'messs', 'shopee']",Negative
Pengguna Google,3,2025-02-27 11:38:58,"['suka', 'blanja', 'shopee', 'baby', 'lot', 'forgiv', 'pas', 'pay', 'pdhal', 'signal', 'sal', 'fast', 'smpas', 'map', 'said', 'ak', 'connect', 'hdeh']",Positive
Pengguna Google,4,2025-03-14 10:22:22,"['application', 'good', 'false', 'x', 'order', 'no', 'ssuai', 'expection', 'tp', 'lg', 'lg', 'tuality', 'shopee', 'smaju', 'salu', 'let', 'sil', 'good', 'mil', 'mil', 'mil', 'tup', 'k', 'k', 'x', 'p', 'pnah', 'pot', 'p, 'pah', 'mop', 'mop', 'mop', 'jaree', 'ma', 'ma', 'mjujuju', 'mju', 'mju', 'mmmmmmm",Negative
Pengguna Google,3,2025-03-07 08:41:26,"['good', 'send', 'pku', 'nah', 'strong', 'less', 'pay', 'cill', 'nak', 'consistent', 'cook', 'checkout', 'cicil', 'eh', 'message', 'accept', 'cill', 'dah', 'pay', 'pay', 'pake', 'cill']",Positive
Pengguna Google,5,2025-03-09 06:23:03,"['manpat', 'poll', 'did', 'shopee', 'ride', 'motor', 'car', 'management', 'shopee', 'good', 'programmer', 'apk', 'shopee', 'sy', 'acung', 'jempol']",Positive
Pengguna Google,1,2025-02-24 14:07:56,"['system', 'ai', 'shope', 'screwed', 'chat', 'sold', 'reply', 'automatic', 'message', 'not', 'sold', 'wrong', 'order', 'tool']",Negative
Pengguna Google,5,2025-03-13 07:06:24,"['rupiah', 'after', 'store', 'oren', 'gud', 'claims', 'love', 'kook', 'love', 'bonus', 'k', 'shop', 'minimal', 'gapet', 'gelas', 'lusin', 'kkkwwww']",Positive
Pengguna Google,5,2025-03-02 05:30:18,"['good', 'satisfaction', 'pay', 'coder', 'code', 'open', 'smpa', 'clean', 'clean', 'bikin', 'disappointed', 'yes', 'pee']",Neutral
Pengguna Google,5,2025-02-23 03:59:43,"['Here', 'good', 'suka', 'update', 'suppose', 'bnyak', 'promo', 'good luck', 'voucher', 'bnyak', 'hold', 'shoope', 'juara', 'market', 'place']",Positive
Pengguna Google,2,2025-02-26 22:42:43,"['please', 'sorry', 'comfort', 'check', 'out', 'batal', 'automatic', 'system', 'shopee', 'plus', 'step', 'batal', 'knap']",Neutral
Pengguna Google,1,2025-03-04 05:01:24,"['edit', 'star', 'disappointed', 'banget', 'bikin', 'promo', 'message', 'batal', 'g', 'khlas', 'banget', 'bikin', 'promone', 'ramudhan', 'shopeplus', 'dapet', 'voucher', 'sur', 'sur', 'sur', 'in', 'in', 'un', 'unity', 'abling', 'ramidhan', 'wa']",Negative
Pengguna Google,5,2025-03-10 12:40:08,"['apk', 'online', 'shop', 'good', 'sih', 'lay', 'pay', 'simple', 'cut', 'cut', 'gede', 'depa', 'rich', 'numbers', 'curirt', 'aptumin', 'customer', 'calo', 'comunication', 'cur']",Positive
Pengguna Google,2,2025-02-28 05:44:55,"['vocer', 'diskon', 'freepe', 'kir', 'pas', 'check', 'out', 'fail', 'batal', 'shope', 'help', 'good', 'system', 'stem', 'kak', 'biar', 'shope', 'shope', 'vocer', 'her', 'prank', 'simple']",Negative
Pengguna Google,1,2025-02-23 15:14:10,"['heart', 'heart', 'garansi', 'free', 're', 'limit', 'free', 'forward', 'back', 'proof', 'valid', 'e', 'shop', 'finished', 'clicked', 'see', 're', 'manual', 'seller', 'seller', 'last', 'hell', 'transaction', 'shop', 'lha']",Positive
Pengguna Google,5,2025-03-05 04:42:13,"['help', 'bgt', 'seek', 'good', 'bad', 'klo', 'close', 'close', 'klo', 'tah', 'dept', 'freest', 'bonus', 'gasat', 'moga', 'there', 'bonus', 'cuman', 'sept', 'sebel', 'kag', 'lg', 'pt', 'dtho', ', 'ga', 'han', 'hr', 'hr', 'h', 'h', 'h', 'bhtel', 'k'",Negative
Pengguna Google,2,2025-03-06 20:49:11,"['account', 'normal', 'plus', 'receive', 'send', 'send', 'send', 'verification', 'receive', 'not', 'receal', 'voucher', 'not', 'use', 'must', 'k', 'ga', 'pill']",Negative
Pengguna Google,1,2025-02-21 05:10:38,"['nect', 'nge', 'cencel', 's shopping', 'karna', 'change', 'doang', 'uh', 'refund', 'more', 'call, 'know', 'fund', 'refund', 'pass', 'paylater', 'ud', 'st', 'fall', 'back', 'tor', 'tor', 'call', 'know', 'repatpe', 'repa', 'rep', 'dup', 'dup', 'dup', 'dup', 'dup', 'ee', 'ee', 'e', 'e', 're' ' go', 're', 're' 'st', 'st', 'st'",Negative
Pengguna Google,3,2025-03-01 01:43:39,"['good', 'sip', 'goods', 'good stuff', 'suit', 'worth', 'messages', 'miss', 'extreme', 'back', 'disappoint', 'bar', 'sold', 'promo', 'find', 'follower', 'help', 'level']",Neutral
Pengguna Google,5,2025-03-16 09:25:38,"['blm', 'account', 'shopee', 'gerah', 's download', 'application', 'now', 'play', 'store', 'shop', 'online', 'home', 'stay', 'chool', 'chool', 'choose', 'choice', 'pay', 'set', 'banget', 'transfer', 'cod', 'pod', 'ko', 'pa']",Positive
Pengguna Google,1,2025-02-19 13:28:20,"['advert', 'show up', 'find', 'repulse', 'show up', 'stop', 'people', 'shopee', 'money', 'advert', 'disruption', 'us']",Negative
Pengguna Google,5,2025-02-19 05:20:23,"['the goods', 'attempt', 'photos', 'freetis', 'shopee', 'bull', 'goods', 'town', 'de', 'thanks', 'you', 'shopee', 'clearin', 'yes', 'aju', 're', ' goods', 'here', 'take', 'things', 'taking', 's', 'data', 'data']",Positive
Pengguna Google,5,2025-02-19 12:53:33,"['s shopping', 'shop', 'x', 'order', 'surp', 'order', 'g', 'application', 'write', 'shop', 'limit', 'no', 'hp', 'sold', 'no', 'active', 'sy', 'chat', 'order', 'pake', 'account', 'thop', 'yes']",Negative
Pengguna Google,1,2025-02-27 15:09:42,"['shopee', 'hard', 'login', 'login', 'account', 'google', 'income', 'use', 'link', 'end', 'ribet', 'replace', 'account', 'bug', 's', 'talu', 'bet', 'hard', 'login', 'login']",Negative
Pengguna Google,1,2025-02-18 11:28:22,"['bijak', 'freak', 'verification', 'shopeepay', 'ktp', 'data', 'completed', 'ktp', 'use', 'stay', 'remove', 'old', 'email', 'nomword', 'hp', 'ding', 'move', 'tip', 'tik', 'tok', 'tak', 'aja', 'a', 'kang', 'gang', 'p']",Negative
Pengguna Google,1,2025-02-18 03:35:19,"['shopee', 'd', 're', 're', 'goods', 'change', 'think', 'video', 'unboxing', 'shopee', 'shopee', 're', 'goods', 'buyer', 'mo', 'buyer', 'el', 'shopee', 'shopee', 'dependition', 'buyer', 'nayer', 'colit', 'compit', 'unbox', 'unbox', 'cat', 'cat' what', 'pur', 'bus', 'buk', 'lo', 't', 't', 't'",Negative
Pengguna Google,5,2025-03-05 16:40:03,"['apk', 'shopee', 'good', 'ran', 'aat', 'bull', 'at', 'accept', 'take', 'good', 'please', 'show', 'colom', 'kolom', 'salm', 'krn', 'cocat', 'mello', 'sil', 'aju', 'aju', 'me', 'post', 'klo', 'click', 'kolom', 'me', 'me', 'sent', 's', 'sent', 'cat', 'cacat', 'mcat', 'kolum', 'lo', 're', 're', 's', 's', 's', 's', '",Negative
Pengguna Google,5,2025-03-07 05:38:31,"['shopee', 'rock', 'cuman', 'please', 'd', 'update', 'dngn', 'capacity', 'p', 'ram', 'han', 'busa', 'wast', 'ota', 'panta', 'pas', 'pent', 'ins', 'dn']",Positive
Pengguna Google,1,2025-03-14 05:39:44,"['shopee', 'hall', 'gull', 'mah', 'kalo', 'kalo', 'checkout', 'dept', 'expension', 'vary', 'admin', 'expension', 'hands', 'slow', 'rulet', 'kah', 'in', 'tah', 'tah', 'tuh', 'variation', 'variation', 'diction', 'etronic', 'ell', 'effect', 'tah', 'tah', 'tah', 'r', 'r', 'r', 'r', 'r', 'rakang', 'r', 'palang', 'pah', 'in",Positive
Pengguna Google,1,2025-03-01 14:59:03,"['layan', 'bad', 'will', 'vc', 'mal', 'order', 'batal', 'system', 'alas', 'trdtet', 'curt', 'rang', 'order', 'order', 'no', 'no', 'no', 'no', 'no', 'love', 'voucher', 'se', 'des', 'market', 'n', 't', 'try, 'order', 'love', 'm', 'm', 'm', 'n', 'n', 'limplea', 'n', 'n'",Negative
Pengguna Google,4,2025-02-21 09:40:03,"['hallo', 'affiliator', 'messages', 'message', 'compisive', 'rp', 'sell', 'change', 'persentase', 'compisive', 'affiliator', 'compisit', 'help', 'shoppe', 'fix', 'falt', 'rasa', 'ins', 'at', 'ins', 'mes', 'collition', 'compisiion', 's', 'compisiion', 'comisiion', 't', 'p', 'p'.)",Positive
Pengguna Google,4,2025-03-05 10:01:58,"['xoch', 'star', 'y', 'nti', 'klo', 'udah', 'dung', 'deg', 'bru', 'love', 'star', 'serious', 'keat', 'customer', 'bit', 'bull', 'bu', 'shopee', 'dram', 'bat', 'batal', 'holdin', 'yes']",Positive
Pengguna Google,3,2025-02-24 08:16:43,"['application', 'bad', 'yes', 'aht', 'times', 'times', 'mesen', 'good', 'write', 'del', 'anter', 'sampek', 'address', 'tuju', 'uh', 'del', 'send', 'good', 'fail', 're', 'sold', 'sal', 'freak', 'bang']",Negative
Pengguna Google,5,2025-02-28 12:39:28,"['application', 'hopee', 'store', 'safe', 'pook', 'application', 'application', 'help', 'shopee', 'hopee', 'goods', 'goods', 'complete']",Positive
Pengguna Google,4,2025-03-14 07:58:21,"['suka', 'pannet', 'shopee', 'shopee', 'send', 'send', 'yes', 'false', 'kab', 'shorter', 'digger', 'girmin', 'town', 'tanger', 'carta', 'fara', 'tiga']",Negative
Pengguna Google,5,2025-02-20 01:33:38,"['honestly', 'shop', 'online', 'help', 'kesel', 'calo', 'bull', 'choose', 'g', 'stok', 'udh', 'extin', 'simple', 'remove', 'bit', 'tatu', 'item', 'msh', 'choose']",Negative
Pengguna Google,1,2025-02-21 10:14:54,"['Really', 'shopee', 'deh', 'pay', 'pake', 'paylater', 'take', 'take', 'voucher', 'goat', 'diglin', 'shopee', 'alas', 'alitivity', 'wagal', 'pa', 'pang', 'sabank', 'ak', 'calat', 'wa', 'jall', 'bang', 'panin', 'patlin', 'bi', 'biar', 'biar', 'bir', 'biucher', 'a', 'la', 'la', 'la', 'la', 'y', 'yung', 'yung', 'n', 'n', 'n', '",Positive
Pengguna Google,2,2025-02-19 22:46:15,"['shoppe', 'gimana', 'needs', 'entering', 'sen', 'casing', 'ep', 'udh', 'pack', 'tpi', 'pas', 'open', 'shopee', 'bang', 'bus', 'miss', 'pack', 'un', 'giman', 'help', 'sampe', 'co', 'x', 'ga', 'please', 'help', 'enter, 'p' ]",Positive
Pengguna Google,1,2025-02-27 03:49:35,"['konda', 'shope', 'food', 'aja', 'lot', 'banget', 'ga', 'cares', 'fast', 'hp', 'ram', 'ram', 'tsel', 'banget', 'payment', 'sali', 'bein', 'ter', 'fyipp', 'lot', 'my', 'tsel', 'huek']",Positive
Pengguna Google,5,2025-03-16 15:11:54,"['satisfaction', 'serve', 'her', 's shopping', 'jam', 'simple', 'faint', 'shoping', 'searching', 'rating', 'value', 'good', 'store', 'check', 'happy', 'shopping']",Positive
